ax_mean,ax_std,ax_max,ax_min,ax_energy,ax_entropy,ax_dominant_freq,ay_mean,ay_std,ay_max,ay_min,ay_energy,ay_entropy,ay_dominant_freq,az_mean,az_std,az_max,az_min,az_energy,az_entropy,az_dominant_freq,gx_mean,gx_std,gx_max,gx_min,gx_energy,gx_entropy,gx_dominant_freq,gy_mean,gy_std,gy_max,gy_min,gy_energy,gy_entropy,gy_dominant_freq,gz_mean,gz_std,gz_max,gz_min,gz_energy,gz_entropy,gz_dominant_freq,label
0.010110055699999985,0.30865211694058,1.510254,-1.431792,9.536834251815858,1.4442360621080232,0.46,0.06647094178700001,0.23062903022526082,0.673584,-1.1397,5.7608135684695005,1.597862222321035,0.24,0.6130566032000001,0.5588585327201704,1.819336,-0.854366,68.81612583212642,2.140559210769788,0.5,0.2743473037999999,78.2240694736278,250.1298,-248.1832,611908.0311458049,1.1265622994189881,0.47000000000000003,6.328258955800001,45.395189029435656,250.1298,-137.9313,210077.00484298592,1.0697846541115819,0.39,-4.457146635700001,81.55429039573067,250.1298,-248.1832,667096.84380833,1.0440154393222802,0.08,0
0.02884599390000001,0.4265402153541567,1.510254,-1.431792,18.27686466784492,1.7533731088035616,0.19,0.0014541034669999936,0.2423412347008731,0.5908203,-1.1397,5.8731388453236395,1.766728642364774,0.5,0.5667559590400001,0.612631322070526,1.999939,-0.854366,69.65294538892304,2.3120043176874194,0.22,0.6133000559999998,89.51479909886572,250.1298,-248.1832,801327.539466898,1.2878018562678317,0.23,2.7606039443999997,57.65470815097796,250.1298,-248.1832,333168.63061122806,1.1486796073581487,0.46,5.428910071099999,71.07739079797715,250.1298,-204.2137,508146.85472084564,1.2547491975404068,0.39,0
0.08409753839999999,0.3942872717966286,1.248779,-1.431792,16.253484866576795,1.8246595200237705,0.29,0.03158177408,0.23075704638878405,0.7045898,-1.1397,5.424622291211557,1.8642137358459632,0.01,0.60768654604,0.6647978918659783,1.999939,-0.737063,81.12391752674739,2.4537402709506115,0.5,6.880329862599998,88.18050569337609,250.1298,-248.1832,782314.0523357721,1.5700797739027843,0.19,-3.5301092028000003,62.04584622139881,250.1298,-248.1832,386214.8704313164,1.23052423413819,0.03,5.320098459799999,79.9445813665729,250.1298,-248.1832,641943.9537498561,1.3768448191852036,0.08,10
0.10805328060000001,0.3153564078606364,1.061035,-1.42627,11.112517542718638,1.7058596235210368,0.39,0.07765936779999999,0.2064104740763798,0.82716,-0.6535645,4.863626121553153,1.8102056898764927,0.35000000000000003,0.6251598622000001,0.6680578796333959,1.999939,-0.774822,83.7126183846192,2.3577418890170634,0.5,1.0446993821999992,80.59386834474998,250.1298,-248.1832,649646.3011570061,1.4516030124613353,0.35000000000000003,-1.4198486436000004,52.98200465083287,235.4122,-248.1832,280910.87869916094,1.1595055991719068,0.16,-1.9750611328000012,77.99955656761026,250.1298,-248.1832,608783.169122213,1.3851129587978745,0.18,0
0.0842997156,0.3770758554521712,1.999939,-1.42627,14.929264281522759,1.4549193381072043,0.41000000000000003,0.0527848717,0.2023297378242575,0.82716,-0.6535645,4.372356548841824,1.963340732902958,0.13,0.4847910834,0.7219333132342589,1.999939,-0.952942,75.62101033015404,2.4875819983204037,0.49,9.6206924048,79.66064185716358,250.1298,-248.1832,643837.5583443057,1.2529220937590266,0.16,-1.5732123889999996,46.73541208767475,235.4122,-221.313,218667.37402256785,1.159211347386376,0.41000000000000003,5.9169512414,78.96035360432863,250.1298,-248.1832,626974.7753313718,1.244291775614444,0.37,1
0.015110267299999997,0.4317887912088807,1.999939,-1.595215,18.666988039150386,1.8113807890389515,0.47000000000000003,0.081874440887,0.2692787959600615,0.9587402,-0.6934,7.921449402425929,2.125238014542245,0.49,0.5624652728999999,0.7067297571283954,1.999939,-0.952942,81.58341328292323,2.539065423752399,0.49,0.3063504836000017,94.60791177426121,250.1298,-248.1832,895075.0820905195,1.7050325395631258,0.16,-8.775190378200001,61.37175224392499,250.1298,-248.1832,384349.5939663366,1.4644586001759623,0.37,3.1473464820999992,98.78779855813238,250.1298,-248.1832,976893.4933840531,1.5609087535891257,0.47000000000000003,10
0.014975635699999998,0.4537461374435518,1.999939,-1.595215,20.61098269095617,1.923659900365697,0.33,0.12080580058700001,0.35246419040413945,0.9587402,-1.224121,13.882504697271148,2.046600675180429,0.2,0.728808498313,0.6067874263106182,1.999939,-0.925126,89.9352807941914,2.3827012556404377,0.07,-18.93113957140001,103.21721134024044,250.1298,-248.1832,1101218.0762327686,1.8953653802546335,0.22,-11.312610060399997,69.59136372272212,250.1298,-248.1832,497093.30511668685,1.6339816971378123,0.02,-6.903335459300001,105.65288345334726,250.1298,-248.1832,1121018.7822470206,1.7043583684741013,0.47000000000000003,10
0.06855530139999999,0.39333290173651375,1.999939,-1.431792,15.941060093851082,1.6563499051753694,0.06,0.10360507969999999,0.3080251399426778,0.9348145,-1.224121,10.561349937634956,1.917613619362041,0.15,0.6663394358129999,0.6219882219454077,1.999939,-0.82594,83.0877591958397,2.373068800243859,0.08,-9.994206044000002,87.40233278259187,250.1298,-248.1832,773905.193028886,1.5409069124686616,0.01,-8.0099628252,50.774976896134746,102.7939,-248.1832,264225.7783264103,1.5313589462621557,0.5,-13.653070282199998,86.20472470544017,250.1298,-248.1832,761766.088967142,1.3663825966199052,0.25,10
0.14108383479999997,0.35173002360482836,1.514893,-1.069092,14.361865794692687,1.6765276454211318,0.44,0.0827108956,0.26929451716056374,1.344745,-0.7890625,7.9360629223695245,1.7456167665841749,0.07,0.6550993439999999,0.5628121917825726,1.862793,-0.82594,74.59127137283338,2.1784531424541695,0.29,-9.7150465312,76.62059416985953,250.1298,-248.1832,596509.7580045691,1.2738490836986727,0.32,-6.4022414382,38.67008432254855,109.3664,-175.7176,153636.41169460202,1.2633726572786872,0.39,-13.9156877072,68.76321319996462,176.2061,-248.1832,492202.5853948108,1.239054973966964,0.49,0
0.2053764129,0.42944435692506394,1.999939,-0.621582,22.660192667045305,1.9884183245539295,0.41000000000000003,0.06672259338999999,0.2562550518974827,1.344745,-0.7890625,7.011855609166882,1.5811334762064475,0.06,0.7473160018,0.607606614446837,1.999939,-0.777872,92.76670044658846,2.1525905791271365,0.05,-13.322239470999998,86.53678415003309,250.1298,-248.1832,766609.7075552089,1.5089534344345275,0.07,-10.50977609,51.741956380549794,116.3359,-248.1832,278768.54435486527,1.454302533468727,0.01,0.6881117197999991,76.26140654699938,250.1298,-248.1832,581627.5626265646,1.4652458511117148,0.01,0
